ISBN,Título,Autor,Editora,Ano,Páginas,Disciplina,Capa,Qtd_Exemplares,Avaliação,Empréstimos
9783868941371,Computernetzwerke,"Andrew S. Tanenbaum, John David Wetherall, David J. Wetherall, Nickolas Feamster, David Wetherall, James F. Kurose, Keith W. Ross",Pearson Studium,"Aug 01, 2012",0,Computação (Redes e Segurança),https://covers.openlibrary.org/b/id/11149183-L.jpg,2,4.9,67
9783404157624,Diabolus,Dan Brown,Gustav Lübbe Verlag,2005,524,Computação (Redes e Segurança),https://covers.openlibrary.org/b/id/14550090-L.jpg,9,5.0,70
9781118165027,Internet for Dummies®,"John R. Levine, Carol Baroudi, Margaret Levine Young, Arnold Reinhold, Hy Bender, Geoff Ebbs","Wiley & Sons, Incorporated, John",2011,0,Computação (Redes e Segurança),,7,3.9,52
9789332507609,Feedback control systems,"Phillips, Charles L., Charles L. Phillips, Royce D. Harbor",Prentice Hall,2011,784,Controle e Automação I,,3,4.7,22
9783598243103,Edition 1.,Thomson Gale,K. G. Saur,January 1996,0,Controle e Automação I,,8,4.7,96
9781292024059,Modern Control Systems,"Richard C. Dorf, Richard C Dorf, Robert H. Bishop","Pearson Education, Limited",2013,1048,Controle e Automação I,,2,4.7,63
9781118557679,Co-Design Approaches to Dependable Networked Control Systems,Christophe Aubrun,"Wiley & Sons, Incorporated, John",2010,0,Controle e Automação I,,4,4.1,37
9781447935377,Feedback Control of Dynamic Systems,Gene F. Franklin,"Pearson Education, Limited",2012,0,Controle e Automação I,,6,4.2,78
9781841491356,Ender's Game,Orson Scott Card,"Little, Brown & Company (Canada)",2002,0,Controle e Automação I,,8,4.0,3
9783642094781,Pedestrian Dynamics,Pushkin Kachroo,Springer Berlin / Heidelberg,2010,0,Controle e Automação I,,5,3.6,49
9780136019695,Feedback control of dynamic systems,Gene F. Franklin,"Pearson Prentice Hall, Prentice Hall, Pearson College Div",2009,819,Controle e Automação I,https://covers.openlibrary.org/b/id/13336311-L.jpg,6,3.7,20
9780080422145,Automatic control,"International Federation of Automatic Control. World Congress, U. Jaaksoo, V. I. Utkin, Graham C. Goodwin, R. J. Evans",Published for the International Federation of Automatic Control by Pergamon,1994,1020,Controle e Automação I,,2,4.0,89
9780857293985,Model Predictive Control,"E. F. Camacho, Eduardo F. Camacho, Carlos Bordons","Springer London, Limited",2013,0,Controle e Automação I,,5,4.8,74
9781447137269,Applied Predictive Control,"Sunan Huang, Sunan Huang, Kok Kiong Tan, Tong H. Lee",Springer,"Oct 03, 2014",288,Controle e Automação I,https://covers.openlibrary.org/b/id/9370492-L.jpg,8,4.5,81
9780367391591,Quantitative Feedback Theory,"Constantine H. Houpis, Steven J. Rasmussen, Mario Garcia-Sanz",Taylor & Francis Group,2019,0,Controle e Automação I,,7,4.2,1
9781461203216,Computation and Control III,"Bozeman Conference on Computation and Control (3rd 1992 Montana State University), Kenneth L. Bowers, John Lund",Birkhauser Verlag,2013,0,Controle e Automação I,,6,4.1,82
9781461204282,Computation and Control II,"J. Lund, Kenneth L. Bowers, John Lund",Birkhäuser Boston,2014,0,Controle e Automação I,,7,4.7,37
9781447136033,Passivity-Based Control of Euler-Lagrange Systems,"Romeo Ortega, Antonio Loría, Per Johan Nicklasson, Hebertt J. Sira-Ramirez, Herbert Sira-Ramirez","Springer London, Limited",2013,0,Controle e Automação I,,2,4.7,46
9783642080289,System Analysis,"M. Z. Zhurovsʹkyĭ, Mikhail Z. Zgurovsky, N.D. Pankratova",Springer Berlin / Heidelberg,2010,0,Controle e Automação I,,6,3.8,65
9781849966375,Modelling and Analysis of Hybrid Supervisory Systems,"Emilia Villani, Paulo Eigi Miyagi, Robert Valette","Springer London, Limited",2010,0,Controle e Automação I,,8,4.2,3
9781447139157,An Introduction to Hybrid Dynamical Systems,"A. J. van der Schaft, Arjan J. van der Schaft, Hans Schumacher",Springer,"Mar 12, 2014",192,Controle e Automação I,,3,4.6,25
9780780341074,Proceedings of the 1998 IEEE International Confernce on Control Applications,"IEEE International Conference on Control Applications (1998 Trieste, Italy), IEEE Control Systems Society, Institute of Electrical and Electronics Engineers",Ieee,March 1999,0,Controle e Automação I,https://covers.openlibrary.org/b/id/5088492-L.jpg,5,4.7,94
9781119070238,Time Series Analysis,"George E. P. Box, Gwilym M. Jenkins, Gregory C. Reinsel","Wiley & Sons, Incorporated, John",2015,0,Controle e Automação I,,2,3.7,58
9781461553250,"Eicosanoids and Other Bioactive Lipids in Cancer, Inflammation, and Radiation Injury 2","Kenneth V. Honn, S. K. Nigam, Lawrence J. Marnett","Springer London, Limited",2012,0,Cálculo I,,1,4.5,31
9780669352061,Precalculus,"Ron Larson, Roland E. Larson, Robert P. Hostetler, Bruce H. Edwards",D.C. Heath,1994,851,Cálculo I,https://covers.openlibrary.org/b/id/6697287-L.jpg,9,4.9,84
9781118886137,Calculus,"Howard Anton, Howard A. Anton, Irl Bivens, Stephen Davis, Bernard V. Zandy, Jonathan J. White","Wiley & Sons, Incorporated, John",2016,1168,Cálculo I,https://covers.openlibrary.org/b/id/13249073-L.jpg,7,4.0,79
9780618540174,Calculus,Ron Larson,Houghton Mifflin Company,"January 18, 2002",0,Cálculo I,,7,4.7,63
9781119277989,Calculus,"Deborah Hughes-Hallett, Andrew M. Gleason, William G. McCallum, David O. Lomen, David Lovelock, Jeff Tecosky-Feldman, Thomas W. Tucker, Daniel E. Flath, Joseph Thrash, Karen R. Rhea, Andrew Pasquale, Sheldon P. Gordon, Douglas Quinney, Patti Frazer Lock","Wiley & Sons, Incorporated, John",2016,0,Cálculo I,,9,3.6,68
9780511050381,Cation Binding by Humic Substances,Edward Tipping,Cambridge University Press,2002,0,Cálculo I,,7,3.7,68
9781351367127,"CRC Handbook of Eicosanoids, Volume II",A. L. Willis,Taylor & Francis Group,2017,416,Cálculo I,,9,4.2,27
9780367400484,Growth Hormone Secretagogues in Clinical Practice,Barry B. Bercu,Taylor & Francis Group,2019,504,Cálculo I,,6,3.7,58
9780367395810,Artificial DNA,Yury E. Khudyakov,Taylor & Francis Group,2019,0,Cálculo I,,3,3.6,61
9781305616691,Calculus,James Stewart,Cengage Learning,"Jun 22, 2017",1182,Cálculo I,https://covers.openlibrary.org/b/id/10354170-L.jpg,7,3.6,68
9781697606577,Introduction to Infinitesimal Analysis Functions of One Real Variable,"Veblen, Oswald, Nels Johann Lennes",Independently Published,2019,0,Cálculo I,,9,4.3,46
9782724241853,Une folie meurtrière,P. D. James,France Loisirs,1988,323,Cálculo I,https://covers.openlibrary.org/b/id/10818363-L.jpg,8,4.1,88
9780342436613,Course of Pure Mathematics,G. H. Hardy,"Creative Media Partners, LLC",2018,0,Cálculo I,,7,4.1,46
9783642704994,Cardiovascular Effects of Dihydropyridine-Type Calcium Antagonists and Agonists,"Bayer-Symposium (9th 1984 Boppard, Germany), A. Fleckenstein, C. Van Breemen, R. Grob","Springer London, Limited",2013,0,Cálculo I,,9,4.2,8
9781102155942,Peptide Nucleic Acids,Peter E. Nielsen,Taylor & Francis Group,2007,0,Cálculo I,,9,4.5,47
9780429086120,Fullerene Nanowhiskers,Kun'ichi Miyazawa,Jenny Stanford Publishing,2016,242,Cálculo I,,5,4.3,43
9781135519285,Industrial Chemical Cresols and Downstream Derivatives,Asim Kumar Mukhopadhyay,Taylor & Francis Group,2004,0,Cálculo I,,5,3.6,33
9781351363259,Handbook of Eicosanoids,A. L. Willis,Taylor & Francis Group,2017,326,Cálculo I,,3,3.5,64
9783540636861,Problems and theorems in analysis,"George Pólya, Gábor Szegő, C.E. Billigheimer, D. Aeppli, C. E. Billigheimer, Dorothee Aeppli, Gabriel Szegö, James Allister Jenkins, Giorgio Philip Szegö",Springer,1998,404,Cálculo I,https://covers.openlibrary.org/b/id/1019165-L.jpg,7,5.0,58
9781138055087,Basic Analysis III,James K. Peterson,Taylor & Francis Group,2020,458,Cálculo II,,8,3.8,66
9781138055056,Basic Analysis II,James K. Peterson,Taylor & Francis Group,2020,517,Cálculo II,,8,4.2,49
9780393049756,Multimedia,"Randall Packer, Ken Jordan","Norton & Company, Incorporated, W. W.",2001,0,Cálculo II,,4,4.2,1
9781317084891,Orthodox Identities in Western Europe,"Maria Hämmerli, Jean-François Mayer",Taylor & Francis Group,2016,320,Cálculo II,,8,4.9,97
9781299867444,Roadmap for Understanding African Politics,Victor Oguejiofor Okafor,Routledge,2013,0,Cálculo II,,5,4.9,27
9781452913018,Architecture of Madness,Carla Yanni,University of Minnesota Press,2007,0,Cálculo II,,2,3.6,36
9780203036068,Commonsense Methods for Children with Special Needs,Peter S. Westwood,Taylor & Francis Group,2003,0,Cálculo II,,6,4.5,92
9781136895982,Military Integration after Civil Wars,Florence Gaub,Taylor & Francis Group,2010,192,Cálculo II,,5,4.1,58
9780415540841,African Minorities in the New World,"Falola/Afolabi, Toyin Falola, Niyi Afolabi",Taylor & Francis Group,2012,290,Cálculo II,,7,3.8,55
9789811218118,Vector Calculus and Linear Algebra,Oliver Knill,World Scientific Publishing Co. Pvt. Ltd.,"December 31, 2020",450,Cálculo II,https://covers.openlibrary.org/b/id/10308658-L.jpg,8,4.7,36
9780429310454,Emerging Pacific Community,"Robert L. Downen, Bruce J. Dickson",Taylor & Francis Group,2019,245,Cálculo II,,2,3.9,97
9781420049978,"Computer-Aided Design, Engineering, and Manufacturing",Cornelius T. Leondes,Taylor & Francis Group,2000,0,Desenho Assistido Por Computador,,7,4.8,53
9780080966526,Manual of Engineering Drawing,"C. H. Simmons, Colin H. Simmons, Dennis E. Maguire",Elsevier Science & Technology Books,2012,384,Desenho Assistido Por Computador,https://covers.openlibrary.org/b/id/12651679-L.jpg,5,4.5,39
9783031438141,"Cooperative Design, Visualization, and Engineering",Yuhua Luo,Springer,2023,0,Desenho Assistido Por Computador,,6,3.9,19
9781317929734,Vectorworks for Entertainment Design,Kevin Lee Allen,Taylor & Francis Group,2014,342,Desenho Assistido Por Computador,,7,4.8,82
9780852987766,Eurotech Direct,"European Engineering Research and Technology Transfer Congress (1991 Birmingham, England)",Mechanical Engineering Publications,October 1991,230,Desenho Assistido Por Computador,,2,3.9,16
9780026676366,Applying AutoCAD,Terry T. Wohlers,McGraw-Hill/Glencoe,"August 29, 1997",902,Desenho Assistido Por Computador,https://covers.openlibrary.org/b/id/15069-L.jpg,1,3.8,99
9781119136187,Implant Restorations,Carl Drago,"Wiley & Sons, Limited, John",2015,0,Desenho Assistido Por Computador,,3,4.7,46
9781280264719,RF/Microwave Circuit Design for Wireless Applications,Ulrich L. Rohde,"Wiley & Sons Canada, Limited, John",2004,0,Desenho Assistido Por Computador,,1,4.6,39
9781281022141,Virtual Reality and the Built Environment,Jennifer Whyte,Routledge,2007,0,Desenho Assistido Por Computador,,5,3.5,77
9780131425736,Engineering design graphics,James H. Earle,Pearson/Prentice Hall,2004,752,Desenho Assistido Por Computador,https://covers.openlibrary.org/b/id/1108054-L.jpg,8,3.9,67
9781136518669,Representing Landscapes,Nadia Amoroso,Taylor & Francis Group,2012,264,Desenho Assistido Por Computador,,2,4.7,33
9780471224136,RF/Microwave Circuit Design for Wireless Applications,Ulrich L. Rohde,"Wiley & Sons, Incorporated, John",2002,0,Desenho Assistido Por Computador,,5,3.7,42
9781119955405,VHDL for Logic Synthesis,Andrew Rushton,"Wiley & Sons, Incorporated, John",2011,484,Desenho Assistido Por Computador,,9,3.6,87
9781306113342,CAD Principles for Architectural Design,Peter Szalapaj,Routledge,2013,0,Desenho Assistido Por Computador,,2,4.2,80
9781134771264,Modeling Creativity and Knowledge-Based Creative Design,John S. Gero,Taylor & Francis Group,2013,0,Desenho Assistido Por Computador,,5,4.5,77
9781136679278,Machine in Me,Gary Lee Downey,Taylor & Francis Group,2014,304,Desenho Assistido Por Computador,,5,3.6,92
9781498731232,Introduction to SolidWorks,Godfrey C. Onwubolu,CRC Press LLC,2016,0,Desenho Assistido Por Computador,,1,3.6,50
9781468466065,Management of CAD for Construction,Stanley Port,Island Press,1989,0,Desenho Assistido Por Computador,,9,4.0,93
9781566371858,Autocad and Its Applications,David A. Madsen,Goodheart-Wilcox Publisher,October 1995,0,Desenho Assistido Por Computador,,9,3.8,19
9781315618500,Virtual Reality and the Built Environment,Jennifer Whyte,CRC Press LLC,2018,0,Desenho Assistido Por Computador,,8,4.0,6
9780534519421,Criminology,Larry J. Siegel,Wadsworth Publishing,"June 28, 2001",416,Direito (Civil e Penal),https://covers.openlibrary.org/b/id/4665507-L.jpg,9,3.7,5
9780061253805,The Gulag Archipelago 1918-1956 Abridged,Александр Исаевич Солженицын,Harper Perennial Modern Classics,"August 7, 2007",528,Direito (Civil e Penal),https://covers.openlibrary.org/b/id/4943043-L.jpg,5,4.1,79
9781315314341,Criminal Justice Internships,"Gary R. Gordon, R. Bruce McBride, Hedy Hyde Hage",Taylor & Francis Group,2016,228,Direito (Civil e Penal),,8,4.9,98
9781317272922,Rich Get Richer and the Poor Get Prison,Jeffrey Reiman,Taylor & Francis Group,2016,258,Direito (Civil e Penal),,7,4.5,55
9781322156385,Criminology,"Stephen E. Brown, Finn-Aage Esbensen, Gilbert Geis",Taylor & Francis Group,2014,589,Direito (Civil e Penal),,4,4.3,90
9780434002627,MINDHUNTER.,"John E. Douglas, Mark Olshaker",Heinemann,1996,384,Direito (Civil e Penal),https://covers.openlibrary.org/b/id/14325049-L.jpg,3,4.4,33
9781032694436,Community Policing,"Robert C. Trojanowicz, Victor E. Kappeler, Larry K. Gaines, Bonnie Bucqueroux","Routledge, Chapman & Hall, Incorporated",2025,414,Direito (Civil e Penal),,9,4.6,8
9788415555018,Vigilar y castigar,"Michel Foucault, mechil foucault, Simon Prebble",Biblioteca Nueva,"Mar 02, 2012",384,Direito (Civil e Penal),https://covers.openlibrary.org/b/id/13997975-L.jpg,1,3.8,54
9781620971932,New Jim Crow: Mass Incarceration in the Age of Colorblindness TENTH ANNIVERSARY EDITION,Michelle Alexander,New Press,2020,0,Direito (Civil e Penal),,9,4.7,38
9781404346352,The Complete Celebrated Crimes,Alexandre Dumas,IndyPublish.com,March 2003,612,Direito (Civil e Penal),,1,4.9,64
9783406477324,Strafgesetzbuch,"Germany, Karl Lackner, Kristian Kühl",C.H. Beck,2001,1352,Direito (Civil e Penal),https://covers.openlibrary.org/b/id/2200910-L.jpg,9,4.2,75
9781016856515,Dei Delitti e Delle Pene,Cesare Beccaria,"Creative Media Partners, LLC",2022,0,Direito (Civil e Penal),,2,4.5,81
9781013435683,On Crimes and Punishments,Cesare Beccaria,"Creative Media Partners, LLC",2021,0,Direito (Civil e Penal),,6,4.2,29
9789507412318,Codigo Procesal Civil y Comercial de La Nacion,"Ival Rocca, Omar E. Griffi, Argentina.",Not Avail,January 2005,4,Direito (Civil e Penal),,8,3.8,83
9788502066038,Código civil e legislação civil em vigor,Brazil,Editora Saraiva,2008,2033,Direito (Civil e Penal),,5,4.5,71
9782247042227,Le code civil français,France,Dalloz,2000,653,Direito (Civil e Penal),https://covers.openlibrary.org/b/id/2150438-L.jpg,1,4.5,39
9783406492396,Bürgerliches Gesetzbuch 2002,Germany,C.H. Beck,2002,853,Direito (Civil e Penal),https://covers.openlibrary.org/b/id/2201093-L.jpg,5,3.9,52
9780880290920,Ancient law,Henry Sumner Maine,Dorset Press,1986,344,Direito (Civil e Penal),,9,4.8,21
9780421599505,Archbold 1997,"John Frederick Archbold, P. J. Richardson",Sweet & Maxwell Ltd,"March 20, 1997",0,Direito (Civil e Penal),,5,4.1,87
9780882950259,The Constitution of the United States and related documents,United States,Harlan Davidson,1986,98,Direito (Público e Constitucional),https://covers.openlibrary.org/b/id/680768-L.jpg,1,4.8,69
9780521821407,Summa theologiae,"Thomas Aquinas, Kennedy, Daniel Joseph, 1862-1930",Cambridge University Press,2006,298,Direito (Público e Constitucional),https://covers.openlibrary.org/b/id/5406177-L.jpg,6,3.7,21
9781115089067,Poems,Alfred Lord Tennyson,"Creative Media Partners, LLC",2009,0,Direito (Público e Constitucional),,7,4.7,26
9789681663711,El federalista,"Alexander Hamilton, James Madison, John Jay",Fondo de Cultura Económica,2005,430,Direito (Público e Constitucional),https://covers.openlibrary.org/b/id/14851018-L.jpg,7,4.1,12
9789500393119,Politica (Griegos Y Latinos),Aristotle,Losada,"April 30, 2006",488,Direito (Público e Constitucional),https://covers.openlibrary.org/b/id/5229437-L.jpg,1,4.4,76
9788391510575,Prawo budowlane,Poland.,Fotoskład Pracownia Poligraficzna,2003,736,Direito (Público e Constitucional),,4,4.6,14
9781494810184,Roughing It,Mark Twain,CreateSpace Independent Publishing Platform,2013-12-27,368,Direito (Público e Constitucional),,2,4.4,29
9780735552180,Casenote Legal Briefs,Casenotes,Aspen Publishers,June 2005,103,Direito (Público e Constitucional),https://covers.openlibrary.org/b/id/1362715-L.jpg,4,3.9,97
9780429636509,Constitutional and Administrative Law,Hilaire Barnett,Taylor & Francis Group,2017,779,Direito (Público e Constitucional),,6,4.8,54
9780406045911,"Pollard, Parpworth & Hughes",Great Britain.,Lexis Law Publishing (Va),December 1997,926,Direito (Público e Constitucional),,3,4.6,83
9787807522799,Zhonghua da dian,"""Zhonghua da dian"" gong zuo wei yuan hui",Ba Shu shu she,2009,0,Direito (Público e Constitucional),,4,4.3,20
9787206005022,Zhonghua Renmin Gongheguo fa lu quan shu,China.,Jilin sheng xin hua shu dian fa xing,1989,3052,Direito (Público e Constitucional),,1,5.0,1
9789580459828,Enrique VI - Segunda Parte,William Shakespeare,Grupo Editorial Norma,February 2001,0,Direito (Público e Constitucional),,2,4.5,45
9782266320542,Dune,Frank Herbert,Pocket,"Aug 26, 2021",918,Ecologia e Meio Ambiente,https://covers.openlibrary.org/b/id/14896631-L.jpg,1,4.8,37
9781461254744,Residue Reviews,Francis A. Gunther,Springer,"Nov 09, 2011",148,Ecologia e Meio Ambiente,,2,3.5,32
9780395075067,Silent Spring,Rachel Carson,"Houghton Mifflin, Houghton Mifflin Company","Feb 26, 1962",368,Ecologia e Meio Ambiente,,9,4.3,62
9780756925888,Judy Moody Saves the World!,Megan McDonald,Perfection Learning Corporation,2004,0,Ecologia e Meio Ambiente,,3,4.4,41
9780865427785,Biogeography,"C. Barry Cox, Peter Dale Moore, Richard J. Ladle",Blackwell Science,January 2000,298,Ecologia e Meio Ambiente,https://covers.openlibrary.org/b/id/656005-L.jpg,5,3.8,90
9781461298182,Residue Reviews / Rückstands-Berichte,Francis A. Gunther,Springer,2012,0,Ecologia e Meio Ambiente,,8,3.9,3
9781418939533,Rigby Literacy by Design,RIGBY,RIGBY,"Jan 31, 2007",48,Ecologia e Meio Ambiente,https://covers.openlibrary.org/b/id/10872280-L.jpg,4,4.6,19
9780008477844,Living Planet,David Attenborough,HarperCollins Publishers Limited,2021,0,Ecologia e Meio Ambiente,,2,3.9,76
9781280417511,Conservation Biology,Andrew S. Pullin,Cambridge University Press,2002,359,Ecologia e Meio Ambiente,,2,4.0,61
9789752107489,Sessiz Tehlike,Michael Crichton,Altin Kitaplar,"Nov 03, 2015",0,Ecologia e Meio Ambiente,https://covers.openlibrary.org/b/id/12302082-L.jpg,8,4.4,84
9781474792424,Endangered Rainforests,Rani Iyer,Raintree Publishers,2019,0,Ecologia e Meio Ambiente,,6,4.4,47
9781461270263,Reviews of Environmental Contamination and Toxicology,George W. Ware,Springer New York,2012,158,Ecologia e Meio Ambiente,,1,4.7,66
9781280419621,Reproductive Science and Integrated Conservation,"William V. Holtz, Guy Cowlishaw, William V. Holt",Cambridge University Press,2002,427,Ecologia e Meio Ambiente,,1,4.6,96
9781280419430,Searching for Sustainability,Bryan G. Norton,Cambridge University Press,2002,566,Ecologia e Meio Ambiente,,7,3.9,1
9781351706797,Large Carnivore Conservation and Management,Tasos Hovardas,Taylor & Francis Group,2018,364,Ecologia e Meio Ambiente,,3,4.4,6
9781139245586,Seasonally Dry Tropical Forests,"Harold A. Mooney, Ernesto Medina",Cambridge University Press,2012,0,Ecologia e Meio Ambiente,,4,3.8,11
9781283715997,Ethics of Species,Ronald L. Sandler,Cambridge University Press,2012,0,Ecologia e Meio Ambiente,,2,4.5,49
9781493919574,Howler Monkeys,"Martín M. Kowalewski, Paul A. Garber, Liliana Cortés-Ortiz, Bernardo Urbani, Dionisios Youlatos",Springer,2014,0,Ecologia e Meio Ambiente,,3,4.5,86
9783034888844,Methods for Risk Assessment of Transgenic Plants,"Gösta Kjellsson, Gösta Kjellsson, Vibeke Simonsen",Birkhauser Verlag,2012,0,Ecologia e Meio Ambiente,,4,4.3,45
9781283893701,Role of Science for Conservation,"Matthias Wolff, Mark Gardener",Routledge,2012,0,Ecologia e Meio Ambiente,,9,4.8,74
9798555063861,Gone with the Wind,Margaret Mitchell,Independently Published,2020,0,Economia e Finanças,,2,4.3,91
9783796545337,Tristan Und Isolde,"Gottfried von Strassburg, Arthur Thomas Hatto, William T. Whobrey, Tomas Tomasek",Schwabe Verlagsgruppe AG,"May 15, 2022",0,Economia e Finanças,https://covers.openlibrary.org/b/id/12613816-L.jpg,6,4.9,88
9782091834542,Du contrat social,Jean-Jacques Rousseau,Nathan,2004,0,Economia e Finanças,,9,4.1,8
9786557172292,O Capital,Karl Marx,Boitempo Editorial,25 maio 2023,912,Economia e Finanças,https://covers.openlibrary.org/b/id/14946252-L.jpg,3,4.4,62
9781986844444,Rights of Man,"Thomas Paine, T. Paine, Thomas Thomas Paine",CreateSpace Independent Publishing Platform,2018,138,Economia e Finanças,,9,4.9,75
9786056522451,Aylak Sinifin Teorisi,Thorstein Veblen,Heretik Yayincilik,"Oct 30, 2015",0,Economia e Finanças,https://covers.openlibrary.org/b/id/12239113-L.jpg,9,4.0,71
9789735054847,Cele mai frumoase Istorii (Romanian Edition),Herodotus,"Humanitas, HUMANITAS",2018,554,Economia e Finanças,https://covers.openlibrary.org/b/id/10627669-L.jpg,3,4.0,24
9780256087062,Computers,"Sarah Hutchinson-Clifford, Stacey C. Sawyer",Irwin,1990,733,Economia e Finanças,,2,4.6,47
9788177554533,Metaphysics by Aristotle,Aristotle,"Cosmo (Publications,India)","January 30, 2004",0,Economia e Finanças,,3,3.7,46
9780070455221,Microeconomics,"Campbell R. McConnell, Stanley L. Brue",Mcgraw-Hill College,October 1989,256,Economia e Finanças,,5,4.3,43
9780201786156,Economics today,Roger LeRoy Miller,Addison-Wesley,2003,0,Economia e Finanças,https://covers.openlibrary.org/b/id/136364-L.jpg,4,4.6,0
9780131930964,Supplement,Pearson,Prentice Hall,November 2004,0,Economia e Finanças,,3,4.4,30
9781285101613,Principles of Microeconomics,"N. Gregory Mankiw, J. Gans, S. King, N. Mankiw",CENGAGE Learning Custom Publishing,2012,932,Economia e Finanças,,6,3.8,32
9780201474770,Economics,"Richard G. Lipsey, Christopher Ragan, Paul Courant, Paul Storer, Paul N. Courant, Douglas D. Purvis","Pearson Education, Limited",1999,840,Economia e Finanças,,7,5.0,47
9780071009409,The economy today,Bradley R. Schiller,McGraw-Hill,1900,969,Economia e Finanças,https://covers.openlibrary.org/b/id/12858606-L.jpg,7,4.1,87
9788842547938,Piccolo è bello. Uno studio di economia come se la gente contasse qualcosa,E. F. Schumacher,Ugo Mursia Editore,"Mar 01, 2011",308,Economia e Finanças,https://covers.openlibrary.org/b/id/9086478-L.jpg,2,4.5,13
9781319544744,Microeconomics,"Paul R. Krugman, Robin Wells, Paul Romer, Robin Wells, Iris Au, Jack Parkinson","Worth Publishers, Incorporated",2024,0,Economia e Finanças,,9,3.8,94
9780132914673,Microeconomics,"Robert S. Pindyck, Daniel L. Rubinfeld, Robert Pindyck, Daniel Rubinfeld, Daniel L. Rubinfield","Pearson Education, Limited",2012,0,Economia e Finanças,,1,4.2,12
9783886193226,Das Kommunistische Manifest,"Karl Marx, Friedrich Engels",Argument,2019,80,Economia e Finanças,https://covers.openlibrary.org/b/id/14820957-L.jpg,6,4.0,83
9780256080469,Organizations,"Gibson, James L., James L. Gibson",Irwin,1991,774,Economia e Finanças,https://covers.openlibrary.org/b/id/7934725-L.jpg,6,4.6,36
9781032504667,Fundamentals of Sustainable Development,Niko Roorda,Routledge,2025,398,Educação Ambiental e Sustentabilidade,,3,4.3,69
9781306787338,Climate Change Education,Chang Chew Hung,Routledge,2014,0,Educação Ambiental e Sustentabilidade,,3,3.8,33
9781322073675,Ecojustice Education,Rebecca A. Martusewicz,Routledge,2014,0,Educação Ambiental e Sustentabilidade,,1,3.7,3
9781000332339,Sustainability,Peter Jacques,Taylor & Francis Group,2020,274,Educação Ambiental e Sustentabilidade,,7,4.7,14
9788491993131,Bajo un cielo blanco,"Elizabeth Kolbert, Joan Lluís Riera",Editorial Crítica,"Jun 16, 2021",216,Educação Ambiental e Sustentabilidade,https://covers.openlibrary.org/b/id/11771225-L.jpg,5,4.0,23
9781782626435,Sustainable Catalysis,"Clark, James H., David Diez, Duncan Macquarrie, Michael North","Royal Society of Chemistry, The",2015,0,Educação Ambiental e Sustentabilidade,,1,4.0,71
9781351285179,Business on a Mission,Andy Last,Taylor & Francis Group,2017,138,Educação Ambiental e Sustentabilidade,,2,4.4,97
9781292057071,Concepts in Strategic Management and Business Policy,"Thomas L. Wheelen, J. David Hunger, Tom Wheelen","Pearson Education, Limited",2014,0,Educação Ambiental e Sustentabilidade,,3,4.3,12
9781282930001,"Sustainability, Midwifery and Birth","Lorna Davies, Rea Daellenbach, Mary Kensington",Routledge,2010,0,Educação Ambiental e Sustentabilidade,,6,4.9,98
9781317699620,EcoJustice Education,Rebecca A. Martusewicz,Taylor & Francis Group,2014,0,Educação Ambiental e Sustentabilidade,,1,4.3,85
9780534239220,Sustaining the Earth,G. Tyler Miller,Wadsworth Publishing Company,July 1995,325,Educação Ambiental e Sustentabilidade,,9,4.7,4
9780134525778,Strategic Management and Business Policy,"Thomas L. Wheelen, J. David Hunger, Tom Wheelen",Pearson,2017,848,Educação Ambiental e Sustentabilidade,,9,3.6,69
9781299744301,Teaching Secondary Mathematics As If the Planet Matters,Alf Coles,Routledge,2013,0,Educação Ambiental e Sustentabilidade,,6,5.0,6
9780585462141,Handbook of Environmental Education,Joy Palmer,Routledge,1994,0,Educação Ambiental e Sustentabilidade,,8,4.1,29
9780534201722,Race to Save the Planet,Edward C. Wolf,Wadsworth Pub Co,June 1993,184,Educação Ambiental e Sustentabilidade,,5,4.7,96
9781849775885,Ecology of Learning,John Blewitt,Taylor & Francis Group,2010,256,Educação Ambiental e Sustentabilidade,,8,4.3,10
9786555644524,Pensando em sistemas,"Donella H. Meadows, Diana Wright",Editora Sextante,13 setembro 2022,256,Educação Ambiental e Sustentabilidade,https://covers.openlibrary.org/b/id/15092993-L.jpg,7,4.8,76
9780844261775,Opportunities in Environmental Careers,Odom Fanning,McGraw-Hill/Contemporary Books,1991-04-01,0,Educação Ambiental e Sustentabilidade,,5,4.1,16
9781401395247,50 Simple Things You Can Do to Save the Earth,"Earthworks Group, The Earth Works Group, Earth Works Group (U.S.), John Javna, Sophie Javna, Jesse Javna",Hachette Books,2008,0,Educação Ambiental e Sustentabilidade,,8,3.6,85
9781315625478,Sustainability Principles and Practice,Margaret Robertson,Taylor & Francis Group,2017,398,Educação Ambiental e Sustentabilidade,,3,3.8,26
9780697279835,Archery (Sports and Fitness Series),"Wayne C. McKinney, Michael W McKinney",McGraw-Hill Humanities/Social Sciences/Languages,"July 1, 1996",252,Educação Física e Esportes,https://covers.openlibrary.org/b/id/4660762-L.jpg,4,4.8,85
9780697152558,Softball,"Marian E. Kneer, Charles L McCord",Brown & Benchmark,1995,147,Educação Física e Esportes,https://covers.openlibrary.org/b/id/4660386-L.jpg,7,3.8,49
9781136476631,Introduction to Primary Physical Education,Gerald Griggs,Taylor & Francis Group,2012,238,Educação Física e Esportes,,1,3.8,5
